,Species1
7166,Zosterops murphyi
7167,Zosterops mysorensis
7168,Zosterops natalis
7169,Zosterops nehrkorni
7170,Zosterops nigrorum
7171,Zosterops novaeguineae
7172,Zosterops oleagineus
7173,Zosterops olivaceus
7174,Zosterops pallidus
7175,Zosterops palpebrosus
7176,Zosterops poliogastrus
7177,Zosterops ponapensis
7178,Zosterops rendovae
7179,Zosterops rennellianus
7180,Zosterops rotensis
7181,Zosterops samoensis
7182,Zosterops sanctaecrucis
7183,Zosterops saypani
7184,Zosterops semperi
7185,Zosterops senegalensis
7186,Zosterops silvanus
7187,Zosterops simplex
7188,Zosterops somadikartai
7189,Zosterops splendidus
7190,Zosterops stalkeri
7191,Zosterops stresemanni
7192,Zosterops superciliosus
7193,Zosterops tenuirostris
7194,Zosterops uropygialis
7195,Zosterops vaughani
7196,Zosterops vellalavella
7197,Zosterops virens
7198,Zosterops winifredae
7199,Zosterops xanthochroa
7200,Zosterornis hypogrammicus
7201,Zosterornis latistriatus
7202,Zosterornis nigrorum
7203,Zosterornis striatus
7204,Zosterornis whiteheadi
7205,Bucco capensis
7206,Chelidoptera tenebrosa
7207,Cyphos macrodactylus
7208,Hapaloptila castanea
7209,Hypnelus bicinctus
7210,Hypnelus ruficollis
7211,Malacoptila fulvogularis
7212,Malacoptila fusca
7213,Malacoptila minor
7214,Malacoptila mystacalis
7215,Malacoptila panamensis
7216,Malacoptila rufa
7217,Malacoptila semicincta
7218,Malacoptila striata
7219,Micromonacha lanceolata
7220,Monasa atra
7221,Monasa flavirostris
7222,Monasa morphoeus
7223,Monasa nigrifrons
7224,Nonnula amaurocephala
7225,Nonnula brunnea
7226,Nonnula frontalis
7227,Nonnula rubecula
7228,Nonnula ruficapilla
7229,Nonnula sclateri
7230,Notharchus hyperrhynchus
7231,Notharchus macrorhynchos
7232,Notharchus ordii
7233,Notharchus pectoralis
7234,Notharchus subtectus
7235,Notharchus swainsoni
7236,Notharchus tectus
7237,Nystactes noanamae
7238,Nystactes tamatia
7239,Nystalus chacuru
7240,Nystalus maculatus
7241,Nystalus radiatus
7242,Nystalus striolatus
7243,Capito auratus
7244,Capito aurovirens
7245,Capito brunneipectus
7246,Capito dayi
7247,Capito fitzpatricki
7248,Capito hypoleucus
7249,Capito maculicoronatus
7250,Capito niger
7251,Capito quinticolor
7252,Capito squamatus
7253,Capito wallacei
7254,Eubucco aurantiicollis
7255,Eubucco bourcierii
7256,Eubucco glaucogularis
7257,Eubucco richardsoni
7258,Eubucco steerii
7259,Eubucco tucinkae
7260,Eubucco versicolor
7261,Brachygalba albogularis
7262,Brachygalba goeringi
7263,Brachygalba lugubris
7264,Brachygalba salmoni
7265,Galbalcyrhynchus leucotis
7266,Galbalcyrhynchus purusianus
7267,Galbula albirostris
7268,Galbula chalcocephala
7269,Galbula chalcothorax
7270,Galbula cyanescens
7271,Galbula cyanicollis
7272,Galbula dea
7273,Galbula galbula
7274,Galbula leucogastra
7275,Galbula pastazae
7276,Galbula ruficauda
7277,Galbula tombacea
7278,Jacamaralcyon tridactyla
7279,Jacamerops aureus
7280,Indicator archipelagicus
7281,Indicator exilis
7282,Indicator indicator
7283,Indicator maculatus
7284,Indicator meliphilus
7285,Indicator minor
7286,Indicator pumilio
7287,Indicator variegatus
7288,Indicator willcocksi
7289,Indicator xanthonotus
7290,Melichneutes robustus
7291,Melignomon eisentrauti
7292,Melignomon zenkeri
7293,Prodotiscus insignis
7294,Prodotiscus regulus
7295,Prodotiscus zambesiae
7296,Buccanodon dowsetti
7297,Buccanodon duchaillui
7298,Cryptolybia olivacea
7299,Gymnobucco bonapartei
7300,Gymnobucco calvus
7301,Gymnobucco cinereiceps
7302,Gymnobucco peli
7303,Gymnobucco sladeni
7304,Gymnobucco vernayi
7305,Lybius chaplini
7306,Lybius guifsobalito
7307,Lybius leucocephalus
7308,Lybius leucogaster
7309,Lybius rubrifacies
7310,Lybius senex
7311,Lybius torquatus
7312,Lybius undatus
7313,Lybius vieilloti
7314,Pogoniulus atroflavus
7315,Pogoniulus bilineatus
7316,Pogoniulus chrysoconus
7317,Pogoniulus coryphaea
7318,Pogoniulus leucomystax
7319,Pogoniulus makawai
7320,Pogoniulus pusillus
7321,Pogoniulus scolopaceus
7322,Pogoniulus simplex
7323,Pogoniulus subsulphureus
7324,Pogonornis bidentatus
7325,Pogonornis dubius
7326,Pogonornis macclounii
7327,Pogonornis melanopterus
7328,Pogonornis minor
7329,Pogonornis rolleti
7330,Stactolaema anchietae
7331,Stactolaema leucogrammica
7332,Stactolaema leucotis
7333,Stactolaema whytii
7334,Trachylaemus goffinii
7335,Trachylaemus purpuratus
7336,Trachylaemus togoensis
7337,Trachyphonus darnaudii
7338,Trachyphonus emini
7339,Trachyphonus erythrocephalus
7340,Trachyphonus margaritatus
7341,Trachyphonus usambiro
7342,Trachyphonus vaillantii
7343,Tricholaema diademata
7344,Tricholaema frontata
7345,Tricholaema hirsuta
7346,Tricholaema lacrymosa
7347,Tricholaema leucomelas
7348,Tricholaema melanocephala
7349,Caloramphus fuliginosus
7350,Caloramphus hayii
7351,Psilopogon annamensis
7352,Psilopogon armillaris
7353,Psilopogon asiaticus
7354,Psilopogon auricularis
7355,Psilopogon australis
7356,Psilopogon chersonesus
7357,Psilopogon chrysopogon
7358,Psilopogon corvinus
7359,Psilopogon cyanotis
7360,Psilopogon duvaucelii
7361,Psilopogon eximius
7362,Psilopogon faber
7363,Psilopogon faiostrictus
7364,Psilopogon flavifrons
7365,Psilopogon franklinii
7366,Psilopogon haemacephalus
7367,Psilopogon henricii
7368,Psilopogon incognitus
7369,Psilopogon javensis
7370,Psilopogon lagrandieri
7371,Psilopogon lineatus
7372,Psilopogon malabaricus
7373,Psilopogon monticola
7374,Psilopogon mystacophanos
7375,Psilopogon nuchalis
7376,Psilopogon oorti
7377,Psilopogon pulcherrimus
7378,Psilopogon pyrolophus
7379,Psilopogon rafflesii
7380,Psilopogon rubricapillus
7381,Psilopogon virens
7382,Psilopogon viridis
7383,Psilopogon zeylanicus
7384,Blythipicus pyrrhotis
7385,Blythipicus rubiginosus
7386,Campephilus gayaquilensis
7387,Campephilus guatemalensis
7388,Campephilus haematogaster
7389,Campephilus imperialis
7390,Campephilus leucopogon
7391,Campephilus magellanicus
7392,Campephilus melanoleucos
7393,Campephilus pollens
7394,Campephilus principalis
7395,Campephilus robustus
7396,Campephilus rubricollis
7397,Campephilus splendens
7398,Campethera abingoni
7399,Campethera bennettii
7400,Campethera cailliautii
7401,Campethera caroli
7402,Campethera maculosa
7403,Campethera mombassica
7404,Campethera nivosa
7405,Campethera notata
7406,Campethera nubica
7407,Campethera punctuligera
7408,Campethera scriptoricauda
7409,Campethera taeniolaema
7410,Campethera tullbergi
7411,Celeus castaneus
7412,Celeus elegans
7413,Celeus flavescens
7414,Celeus flavus
7415,Celeus galeatus
7416,Celeus loricatus
7417,Celeus lugubris
7418,Celeus obrieni
7419,Celeus occidentalis
7420,Celeus ochraceus
7421,Celeus spectabilis
7422,Celeus tinnunculus
7423,Celeus torquatus
7424,Celeus undatus
7425,Chrysocolaptes erythrocephalus
7426,Chrysocolaptes festivus
7427,Chrysocolaptes guttacristatus
7428,Chrysocolaptes haematribon
7429,Chrysocolaptes lucidus
7430,Chrysocolaptes stricklandi
7431,Chrysocolaptes strictus
7432,Chrysocolaptes validus
7433,Chrysocolaptes xanthocephalus
7434,Chrysophlegma flavinucha
7435,Chrysophlegma humii
7436,Chrysophlegma mentale
7437,Chrysophlegma miniaceum
7438,Colaptes aeruginosus
7439,Colaptes atriceps
7440,Colaptes atricollis
7441,Colaptes auratus
7442,Colaptes auricularis
7443,Colaptes cafer
7444,Colaptes campestris
7445,Colaptes campestroides
7446,Colaptes chrysoides
7447,Colaptes cinereicapillus
7448,Colaptes fernandinae
7449,Colaptes melanochloros
7450,Colaptes melanolaimus
7451,Colaptes mexicanoides
7452,Colaptes pitius
7453,Colaptes punctigula
7454,Colaptes rivolii
7455,Colaptes rubiginosus
7456,Colaptes rupicola
7457,Dendrocopos analis
7458,Dendrocopos assimilis
7459,Dendrocopos atratus
7460,Dendrocopos darjellensis
7461,Dendrocopos himalayensis
7462,Dendrocopos hyperythrus
7463,Dendrocopos leucopterus
7464,Dendrocopos leucotos
7465,Dendrocopos macei
7466,Dendrocopos major
7467,Dendrocopos noguchii
7468,Dendrocopos owstoni
7469,Dendrocopos syriacus
7470,Dendropicos abyssinicus
7471,Dendropicos dorae
7472,Dendropicos elachus
7473,Dendropicos elliotii
7474,Dendropicos fuscescens
7475,Dendropicos gabonensis
7476,Dendropicos goertae
7477,Dendropicos griseocephalus
7478,Dendropicos johnstoni
7479,Dendropicos lugubris
7480,Dendropicos namaquus
7481,Dendropicos obsoletus
7482,Dendropicos poecilolaemus
7483,Dendropicos pyrrhogaster
7484,Dendropicos spodocephalus
7485,Dendropicos stierlingi
7486,Dendropicos xantholophus
7487,Dinopium benghalense
7488,Dinopium everetti
7489,Dinopium javanense
7490,Dinopium psarodes
7491,Dinopium rafflesii
7492,Dinopium shorii
7493,Dryobates cathpharius
7494,Dryobates minor
7495,Dryobates nuttallii
7496,Dryobates pernyii
7497,Dryobates pubescens
7498,Dryobates scalaris
7499,Dryocopus hodgei
7500,Dryocopus javensis
7501,Dryocopus martius
7502,Gecinulus grantia
7503,Gecinulus viridis
7504,Geocolaptes olivaceus
7505,Hemicircus canente
7506,Hemicircus concretus
7507,Hemicircus sordidus
7508,Hylatomus fuscipennis
7509,Hylatomus lineatus
7510,Hylatomus pileatus
7511,Hylatomus schulzii
7512,Jynx ruficollis
7513,Jynx torquilla
7514,Leiopicus auriceps
7515,Leiopicus mahrattensis
7516,Leiopicus medius
7517,Leuconotopicus albolarvatus
7518,Leuconotopicus arizonae
7519,Leuconotopicus borealis
7520,Leuconotopicus fumigatus
7521,Leuconotopicus stricklandi
7522,Leuconotopicus villosus
7523,Meiglyptes grammithorax
7524,Meiglyptes jugularis
7525,Meiglyptes tristis
7526,Meiglyptes tukki
7527,Melanerpes aurifrons
7528,Melanerpes cactorum
7529,Melanerpes candidus
7530,Melanerpes carolinus
7531,Melanerpes chrysauchen
7532,Melanerpes chrysogenys
7533,Melanerpes cruentatus
7534,Melanerpes erythrocephalus
7535,Melanerpes flavifrons
7536,Melanerpes formicivorus
7537,Melanerpes herminieri
7538,Melanerpes hoffmannii
7539,Melanerpes hypopolius
7540,Melanerpes lewis
7541,Melanerpes portoricensis
7542,Melanerpes pucherani
7543,Melanerpes pulcher
7544,Melanerpes pygmaeus
7545,Melanerpes radiolatus
7546,Melanerpes rubricapillus
7547,Melanerpes striatus
7548,Melanerpes superciliaris
7549,Melanerpes uropygialis
7550,Micropternus brachyurus
7551,Mulleripicus fuliginosus
7552,Mulleripicus fulvus
7553,Mulleripicus funebris
7554,Mulleripicus pulverulentus
7555,Nesoctites micromegas
7556,Picoides arcticus
7557,Picoides canicapillus
7558,Picoides funebris
7559,Picoides kizuki
7560,Picoides maculatus
7561,Picoides moluccensis
7562,Picoides nanus
7563,Picoides ramsayi
7564,Picoides temminckii
7565,Picoides tridactylus
7566,Piculus aurulentus
7567,Piculus callopterus
7568,Piculus chrysochloros
7569,Piculus flavigula
7570,Piculus leucolaemus
7571,Piculus litae
7572,Piculus simplex
7573,Picumnus albosquamatus
7574,Picumnus aurifrons
7575,Picumnus castelnau
7576,Picumnus cinnamomeus
7577,Picumnus cirratus
7578,Picumnus dorbignyanus
7579,Picumnus exilis
7580,Picumnus fulvescens
7581,Picumnus fuscus
7582,Picumnus granadensis
7583,Picumnus innominatus
7584,Picumnus lafresnayi
7585,Picumnus limae
7586,Picumnus minutissimus
7587,Picumnus nebulosus
7588,Picumnus nigropunctatus
7589,Picumnus olivaceus
7590,Picumnus pumilus
7591,Picumnus pygmaeus
7592,Picumnus rufiventris
7593,Picumnus sclateri
7594,Picumnus spilogaster
7595,Picumnus squamulatus
7596,Picumnus steindachneri
7597,Picumnus subtilis
7598,Picumnus temminckii
7599,Picumnus varzeae
7600,Picus awokera
7601,Picus canus
7602,Picus chlorolophus
7603,Picus dedemi
7604,Picus erythropygius
7605,Picus guerini
7606,Picus puniceus
7607,Picus rabieri
7608,Picus sharpei
7609,Picus squamatus
7610,Picus vaillantii
7611,Picus viridanus
7612,Picus viridis
7613,Picus vittatus
7614,Picus xanthopygaeus
7615,Sasia abnormis
7616,Sasia ochracea
7617,Sphyrapicus nuchalis
7618,Sphyrapicus ruber
7619,Sphyrapicus thyroideus
7620,Sphyrapicus varius
7621,Veniliornis affinis
7622,Veniliornis callonotus
7623,Veniliornis cassini
7624,Veniliornis chocoensis
7625,Veniliornis dignus
7626,Veniliornis frontalis
7627,Veniliornis kirkii
7628,Veniliornis lignarius
7629,Veniliornis maculifrons
7630,Veniliornis mixtus
7631,Veniliornis nigriceps
7632,Veniliornis passerinus
7633,Veniliornis sanguineus
7634,Veniliornis spilogaster
7635,Verreauxia africana
7636,Xiphidiopicus percussus
7637,Andigena cucullata
7638,Andigena hypoglauca
7639,Andigena laminirostris
7640,Andigena nigrirostris
7641,Aulacorhynchus albivitta
7642,Aulacorhynchus atrogularis
7643,Aulacorhynchus caeruleogularis
7644,Aulacorhynchus calorhynchus
7645,Aulacorhynchus coeruleicinctis
7646,Aulacorhynchus cyanolaemus
7647,Aulacorhynchus derbianus
7648,Aulacorhynchus haematopygus
7649,Aulacorhynchus huallagae
7650,Aulacorhynchus prasinus
7651,Aulacorhynchus sulcatus
7652,Aulacorhynchus wagleri
7653,Aulacorhynchus whitelianus
7654,Pteroglossus aracari
7655,Pteroglossus azara
7656,Pteroglossus bailloni
7657,Pteroglossus beauharnaisii
7658,Pteroglossus bitorquatus
7659,Pteroglossus castanotis
7660,Pteroglossus erythropygius
7661,Pteroglossus frantzii
7662,Pteroglossus humboldti
7663,Pteroglossus inscriptus
7664,Pteroglossus pluricinctus
7665,Pteroglossus sanguineus
7666,Pteroglossus sturmii
7667,Pteroglossus torquatus
7668,Pteroglossus viridis
7669,Ramphastos ambiguus
7670,Ramphastos ariel
7671,Ramphastos brevis
7672,Ramphastos citreolaemus
7673,Ramphastos culminatus
7674,Ramphastos cuvieri
7675,Ramphastos dicolorus
7676,Ramphastos sulfuratus
7677,Ramphastos toco
7678,Ramphastos tucanus
7679,Ramphastos vitellinus
7680,Selenidera gouldii
7681,Selenidera langsdorffii
7682,Selenidera maculirostris
7683,Selenidera nattereri
7684,Selenidera piperivora
7685,Selenidera reinwardtii
7686,Selenidera spectabilis
7687,Semnornis frantzii
7688,Semnornis ramphastinus
7689,Cacatua alba
7690,Cacatua ducorpsii
7691,Cacatua galerita
7692,Cacatua goffiniana
7693,Cacatua haematuropygia
7694,Cacatua leadbeateri
7695,Cacatua moluccensis
7696,Cacatua ophthalmica
7697,Cacatua pastinator
7698,Cacatua sanguinea
7699,Cacatua sulphurea
7700,Cacatua tenuirostris
7701,Callocephalon fimbriatum
7702,Calyptorhynchus banksii
7703,Calyptorhynchus lathami
7704,Eolophus roseicapilla
7705,Nymphicus hollandicus
7706,Probosciger aterrimus
7707,Zanda baudinii
7708,Zanda funerea
7709,Zanda latirostris
7710,Agapornis canus
7711,Agapornis fischeri
7712,Agapornis lilianae
7713,Agapornis nigrigenis
7714,Agapornis personatus
7715,Agapornis pullarius
7716,Agapornis roseicollis
7717,Agapornis swindernianus
7718,Agapornis taranta
7719,Alexandrinus eques
7720,Alexandrinus krameri
7721,Alipiopsitta xanthops
7722,Alisterus amboinensis
7723,Alisterus chloropterus
7724,Alisterus scapularis
7725,Amazona aestiva
7726,Amazona agilis
7727,Amazona albifrons
7728,Amazona amazonica
7729,Amazona arausiaca
7730,Amazona auropalliata
7731,Amazona autumnalis
7732,Amazona barbadensis
7733,Amazona bodini
7734,Amazona brasiliensis
7735,Amazona collaria
7736,Amazona diadema
7737,Amazona dufresniana
7738,Amazona farinosa
7739,Amazona festiva
7740,Amazona finschi
7741,Amazona guatemalae
7742,Amazona guildingii
7743,Amazona imperialis
7744,Amazona kawalli
7745,Amazona leucocephala
7746,Amazona lilacina
7747,Amazona mercenarius
7748,Amazona ochrocephala
7749,Amazona oratrix
7750,Amazona pretrei
7751,Amazona rhodocorytha
7752,Amazona tucumana
7753,Amazona ventralis
7754,Amazona versicolor
7755,Amazona vinacea
7756,Amazona viridigenalis
7757,Amazona vittata
7758,Amazona xantholora
7759,Anodorhynchus glaucus
7760,Anodorhynchus hyacinthinus
7761,Anodorhynchus leari
7762,Aprosmictus erythropterus
7763,Aprosmictus jonquillaceus
7764,Ara ambiguus
7765,Ara ararauna
7766,Ara chloropterus
7767,Ara glaucogularis
7768,Ara macao
7769,Ara militaris
7770,Ara rubrogenys
7771,Ara severus
7772,Aratinga auricapillus
7773,Aratinga jandaya
7774,Aratinga maculata
7775,Aratinga nenday
7776,Aratinga solstitialis
7777,Aratinga weddellii
7778,Barnardius zonarius
7779,Belocercus longicaudus
7780,Bolbopsittacus lunulatus
7781,Bolborhynchus ferrugineifrons
7782,Bolborhynchus lineola
7783,Bolborhynchus orbygnesius
7784,Brotogeris chiriri
7785,Brotogeris chrysoptera
7786,Brotogeris cyanoptera
7787,Brotogeris jugularis
7788,Brotogeris pyrrhoptera
7789,Brotogeris sanctithomae
7790,Brotogeris tirica
7791,Brotogeris versicolurus
7792,Chalcopsitta atra
7793,Chalcopsitta cardinalis
7794,Chalcopsitta duivenbodei
7795,Chalcopsitta scintillata
7796,Charmosyna amabilis
7797,Charmosyna diadema
7798,Charmosyna josefinae
7799,Charmosyna margarethae
7800,Charmosyna meeki
7801,Charmosyna multistriata
7802,Charmosyna palmarum
7803,Charmosyna papou
7804,Charmosyna placentis
7805,Charmosyna pulchella
7806,Charmosyna rubrigularis
7807,Charmosyna rubronotata
7808,Charmosyna stellae
7809,Charmosyna toxopei
7810,Charmosyna wilhelminae
7811,Coracopsis barklyi
7812,Coracopsis nigra
7813,Coracopsis sibilans
7814,Coracopsis vasa
7815,Cyanoliseus patagonus
7816,Cyanopsitta spixii
7817,Cyanoramphus auriceps
7818,Cyanoramphus forbesi
7819,Cyanoramphus malherbi
7820,Cyanoramphus novaezelandiae
7821,Cyanoramphus unicolor
7822,Cyclopsitta amabilis
7823,Cyclopsitta coxeni
7824,Cyclopsitta diophthalma
7825,Cyclopsitta gulielmitertii
7826,Cyclopsitta melanogenia
7827,Cyclopsitta nigrifrons
7828,Deroptyus accipitrinus
7829,Diopsittaca cumanensis
7830,Diopsittaca nobilis
7831,Eclectus cornelia
7832,Eclectus polychloros
7833,Eclectus riedeli
7834,Eclectus roratus
7835,Enicognathus ferrugineus
7836,Enicognathus leptorhynchus
7837,Eos bornea
7838,Eos cyanogenia
7839,Eos histrio
7840,Eos reticulata
7841,Eos semilarvata
7842,Eos squamata
7843,Eunymphicus cornutus
7844,Eunymphicus uvaeensis
7845,Eupsittula astec
7846,Eupsittula aurea
7847,Eupsittula cactorum
7848,Eupsittula canicularis
7849,Eupsittula nana
7850,Eupsittula pertinax
7851,Forpus coelestis
7852,Forpus conspicillatus
7853,Forpus cyanopygius
7854,Forpus modestus
7855,Forpus passerinus
7856,Forpus spengeli
7857,Forpus xanthops
7858,Forpus xanthopterygius
7859,Geoffroyus geoffroyi
7860,Geoffroyus heteroclitus
7861,Geoffroyus hyacinthinus
7862,Geoffroyus simplex
7863,Glossopsitta concinna
7864,Glossopsitta porphyrocephala
7865,Glossopsitta pusilla
7866,Graydidascalus brachyurus
7867,Guaruba guarouba
7868,Hapalopsittaca amazonina
7869,Hapalopsittaca fuertesi
7870,Hapalopsittaca melanotis
7871,Hapalopsittaca pyrrhops
7872,Himalayapsitta cyanocephala
7873,Himalayapsitta finschii
7874,Himalayapsitta himalayana
7875,Himalayapsitta roseata
7876,Lathamus discolor
7877,Leptosittaca branickii
7878,Loriculus amabilis
7879,Loriculus aurantiifrons
7880,Loriculus beryllinus
7881,Loriculus catamene
7882,Loriculus exilis
7883,Loriculus flosculus
7884,Loriculus galgulus
7885,Loriculus philippensis
7886,Loriculus pusillus
7887,Loriculus sclateri
7888,Loriculus stigmatus
7889,Loriculus tener
7890,Loriculus vernalis
7891,Lorius albidinucha
7892,Lorius chlorocercus
7893,Lorius domicella
7894,Lorius garrulus
7895,Lorius hypoinochrous
7896,Lorius lory
7897,Melopsittacus undulatus
7898,Micropsitta bruijnii
7899,Micropsitta finschii
7900,Micropsitta geelvinkiana
7901,Micropsitta keiensis
7902,Micropsitta meeki
7903,Micropsitta pusio
7904,Myiopsitta luchsi
7905,Myiopsitta monachus
7906,Nannopsittaca dachilleae
7907,Nannopsittaca panychlora
7908,Neophema chrysogaster
7909,Neophema chrysostoma
7910,Neophema elegans
7911,Neophema petrophila
7912,Neophema pulchella
7913,Neophema splendida
7914,Neopsephotus bourkii
7915,Neopsittacus musschenbroekii
7916,Neopsittacus pullicauda
7917,Nicopsitta calthrapae
7918,Nicopsitta columboides
7919,Northiella haematogaster
7920,Ognorhynchus icterotis
7921,Oreopsittacus arfaki
7922,Orthopsittaca manilatus
7923,Palaeornis eupatria
7924,Pezoporus occidentalis
7925,Pezoporus wallicus
7926,Phigys solitarius
7927,Pionites leucogaster
7928,Pionites melanocephalus
7929,Pionites xanthomerius
7930,Pionites xanthurus
7931,Pionopsitta pileata
7932,Pionus chalcopterus
7933,Pionus fuscus
7934,Pionus maximiliani
7935,Pionus menstruus
7936,Pionus reichenowi
7937,Pionus senilis
